,credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
5238,723,Male,30,3,124119.54,1,1,0,162198.32,0
1198,584,Male,38,9,104584.16,1,1,0,176678.72,0
9070,468,Male,26,1,131643.25,1,1,0,64436.16,0
7519,583,Female,42,7,0.0,2,1,0,144039.05,0
6812,576,Male,63,3,148843.56,1,1,0,69414.13,1
8320,564,Male,33,3,109341.87,1,1,0,75632.78,0
7175,684,Female,38,5,133189.4,1,0,0,127388.06,0
4470,516,Female,53,1,156674.2,1,1,0,118502.34,1
891,435,Male,32,2,57017.06,2,1,1,5907.11,0
1969,717,Female,36,5,0.0,2,1,1,145551.6,0
5757,681,Male,32,3,148884.47,2,1,1,90967.37,0
6527,464,Male,38,3,116439.65,1,1,0,75574.48,0
6294,696,Male,42,7,162318.61,1,1,0,121061.89,0
7595,678,Female,50,6,0.0,1,1,0,8199.5,0
3249,734,Male,37,3,80387.81,1,0,1,77272.62,0
6570,685,Male,38,4,0.0,2,1,1,35884.91,0
6638,740,Male,36,4,172381.8,1,1,1,86480.29,0
7351,654,Male,34,5,0.0,2,1,0,159311.46,0
9172,742,Male,39,8,140004.96,1,1,1,92985.78,0
7473,609,Male,32,4,99883.16,1,1,1,120594.85,0
9601,659,Female,33,7,89939.62,1,1,0,136540.09,0
8673,765,Female,56,1,0.0,1,1,0,13228.93,1
1239,569,Male,28,7,0.0,2,1,0,73977.23,0
2289,644,Male,48,8,0.0,2,0,1,44965.54,1
2740,650,Male,34,4,142393.11,1,1,1,11276.48,0
4585,603,Male,30,8,0.0,2,1,1,47536.46,0
1229,575,Female,31,6,0.0,2,1,1,95686.42,0
6980,644,Female,34,10,122196.99,2,1,1,182099.71,0
5178,850,Male,22,7,91560.58,2,0,0,10541.38,0
4293,733,Male,44,3,106070.89,1,0,1,101617.43,0
1058,640,Male,33,8,81677.22,2,0,0,34925.56,0
6262,513,Male,44,1,63562.02,2,0,1,52629.73,1
281,775,Male,29,10,0.0,2,1,1,68143.93,0
968,544,Male,37,3,84496.71,1,0,0,79972.09,0
3953,652,Female,33,3,124832.51,1,1,0,195877.06,0
1939,739,Male,37,7,104960.46,1,0,1,80883.82,0
8464,850,Female,34,4,71379.53,2,1,1,154000.99,0
1274,562,Male,32,6,161628.66,1,1,0,91482.5,0
619,673,Female,37,8,0.0,2,1,1,183318.79,0
8505,592,Male,28,5,137222.77,1,0,0,39608.58,0
1742,584,Female,54,1,77354.37,1,0,0,138192.98,1
1390,653,Female,27,9,0.0,2,1,0,96429.29,0
2203,613,Male,30,9,111927.45,1,1,1,175795.87,0
3568,714,Male,20,3,0.0,2,0,1,150465.93,0
6116,627,Male,73,0,146329.73,1,0,1,43615.67,0
9970,518,Male,42,7,151027.05,2,1,0,119377.36,0
6052,452,Male,52,1,98443.14,2,0,0,92033.98,0
3178,542,Female,39,4,109949.39,2,1,1,41268.65,0
3192,554,Male,66,8,0.0,2,1,1,116747.62,0
6099,532,Male,52,9,137755.76,1,1,0,163191.99,1
7029,594,Female,53,4,0.0,1,1,0,5408.74,1
575,546,Female,27,8,0.0,2,1,1,14858.1,0
6656,683,Female,35,1,132371.3,2,0,0,186123.57,0
7115,673,Female,42,4,0.0,2,1,0,121440.8,0
8802,792,Female,40,7,0.0,1,1,0,141652.2,0
6276,554,Female,54,6,108755.0,1,1,0,40914.32,1
8984,645,Male,25,0,174400.36,1,1,0,42669.37,0
5897,781,Male,23,2,107433.48,1,1,0,173843.21,0
5724,641,Male,40,5,102145.13,1,1,1,100637.07,0
269,791,Female,35,7,52436.2,1,1,0,161051.75,0
629,799,Female,28,3,142253.65,1,1,0,45042.56,0
3081,693,Male,29,2,151352.74,1,0,0,197145.89,0
3466,791,Male,28,4,0.0,1,1,0,174435.48,0
6430,678,Female,40,3,128398.38,1,1,0,168658.3,0
9311,585,Male,50,2,125845.66,1,1,0,9439.31,1
7062,597,Female,41,4,145809.53,2,1,1,52319.26,0
9727,530,Female,45,1,0.0,1,0,1,190663.89,1
5543,710,Male,38,3,130588.82,1,1,1,154997.64,0
4356,641,Female,42,7,125437.14,2,0,0,164128.58,0
2113,738,Male,35,6,101744.84,1,0,0,85185.44,0
8219,572,Female,39,2,0.0,2,1,1,555.28,0
3216,579,Male,31,6,139729.54,1,0,1,135815.38,0
3814,646,Male,30,7,0.0,2,1,0,153566.97,0
8321,586,Male,64,1,0.0,2,1,1,53710.23,0
8589,691,Female,34,7,0.0,2,0,1,161559.12,0
2278,473,Female,33,5,125827.43,1,0,1,145698.73,0
4599,641,Female,38,3,0.0,2,1,0,116466.19,0
13,549,Female,25,5,0.0,2,0,0,190857.79,0
9225,594,Female,32,4,120074.97,2,1,1,162961.79,0
1525,569,Female,41,4,139840.36,1,1,1,163524.7,0
2365,701,Male,32,5,102500.34,1,0,0,106287.77,0
4648,689,Female,57,4,0.0,2,1,0,136649.8,1
374,717,Male,35,7,58469.37,2,1,1,172459.39,0
8521,545,Male,37,3,91184.01,1,1,0,105476.65,0
6477,549,Female,34,4,0.0,2,0,0,139463.57,0
525,776,Female,31,2,0.0,2,1,1,112349.51,0
6895,610,Male,49,6,113882.33,1,1,0,195813.81,1
3591,769,Male,29,2,123757.52,2,1,0,84872.66,0
7904,449,Male,32,0,155619.36,1,1,1,166692.03,0
2958,589,Male,29,2,0.0,2,0,1,98320.27,0
529,673,Male,30,1,64097.75,1,1,1,77783.35,0
3714,823,Male,34,3,105057.33,1,1,0,9217.92,0
4732,638,Female,53,1,123916.67,1,1,0,16657.68,1
1394,561,Male,29,9,120268.13,1,1,1,173870.39,0
5631,632,Male,40,5,147650.68,1,1,1,199674.83,0
6563,643,Male,25,4,115142.9,1,1,1,148098.95,0
4703,692,Female,44,8,0.0,1,0,1,159069.37,0
1712,712,Male,47,1,139887.01,1,1,1,95719.73,0
9755,806,Male,36,8,167983.17,2,1,1,106714.28,0
955,706,Female,44,4,129605.99,1,0,0,69865.49,0
6675,654,Female,36,5,0.0,2,0,0,157238.05,0
3453,619,Male,40,9,103604.31,2,0,0,140947.05,0
2071,686,Female,36,5,0.0,2,1,1,152979.14,0
9740,798,Female,29,8,80204.11,2,1,0,70223.22,0
158,646,Female,73,6,97259.25,1,0,1,104719.66,0
7005,751,Male,43,1,114974.24,1,1,0,125920.54,0
352,568,Female,32,7,169399.6,1,1,0,61936.22,0
6078,548,Female,41,4,82596.8,1,0,1,55672.09,0
6236,553,Male,38,3,99844.68,1,0,0,187915.7,0
2920,696,Female,33,4,0.0,2,1,1,73371.65,0
4644,712,Male,74,5,0.0,2,0,0,151425.82,0
661,694,Male,57,8,116326.07,1,1,1,117704.65,0
7057,818,Female,72,8,135290.42,2,1,1,63729.72,0
3665,733,Male,42,9,150507.21,1,0,1,169964.12,0
7979,555,Female,26,7,0.0,2,1,0,93122.41,0
306,731,Male,43,2,0.0,1,1,1,170034.95,1
4790,621,Male,34,8,0.0,1,0,0,47972.65,0
2356,625,Female,37,4,142711.81,1,1,0,35625.41,0
1927,729,Male,36,8,152899.24,2,1,0,177130.33,0
9939,693,Female,57,9,0.0,2,1,1,135502.77,0
3427,465,Male,41,9,117221.15,1,1,0,168280.95,0
3638,555,Male,27,5,0.0,2,0,0,96398.51,0
1266,548,Female,36,3,0.0,1,1,0,65996.9,0
1560,720,Female,43,10,110822.9,1,0,0,72861.94,0
7179,613,Male,42,7,115076.06,1,1,1,79323.61,0
4109,702,Male,28,1,103033.83,1,1,1,40321.87,0
7867,640,Female,46,3,0.0,1,1,1,156260.08,0
4904,741,Female,44,7,0.0,2,1,1,190534.76,0
7294,653,Male,31,2,154741.45,2,0,0,25183.01,0
514,605,Female,51,3,136188.78,1,1,1,67110.59,1
894,728,Female,35,8,125884.95,2,1,0,54359.02,1
21,636,Female,32,8,0.0,2,1,0,138555.46,0
899,657,Male,25,2,171770.55,1,1,0,22745.5,0
207,618,Male,34,5,134954.53,1,1,1,151954.39,0
458,514,Male,43,1,95556.31,1,0,1,199273.98,1
2430,742,Female,41,4,92805.72,1,0,1,73743.95,1
8442,598,Female,34,4,0.0,2,0,0,60894.26,0
3389,420,Female,55,4,91893.32,1,1,0,144870.28,1
3911,782,Female,35,4,0.0,1,1,1,119565.34,0
5383,579,Male,28,4,0.0,2,1,1,176925.69,0
552,685,Female,25,10,128509.63,1,1,0,121562.33,0
3144,648,Male,55,1,81370.07,1,0,1,181534.04,0
6917,649,Female,41,4,115897.73,1,1,0,143544.48,0
2056,539,Male,38,6,0.0,1,1,1,152880.07,1
1925,804,Male,24,3,0.0,2,1,0,173195.33,0
634,850,Male,31,6,67996.23,2,0,0,50129.87,1
6082,725,Male,40,8,104149.66,1,1,0,62027.9,0
9270,499,Female,21,3,176511.08,1,1,1,153920.22,0
9678,635,Male,29,2,0.0,2,0,0,117173.8,0
105,622,Female,46,4,107073.27,2,1,1,30984.59,1
3041,671,Male,34,7,106603.74,2,1,1,26387.71,0
1709,850,Male,30,2,0.0,2,0,1,27937.12,0
89,635,Female,28,3,81623.67,2,1,1,156791.36,0
7014,463,Female,35,2,0.0,2,1,1,1950.93,0
3174,577,Male,43,6,0.0,2,1,1,149457.81,0
917,646,Female,45,3,47134.75,1,1,1,57236.44,0
7833,624,Male,33,6,66220.17,1,0,1,170819.01,0
6732,548,Female,37,9,0.0,2,0,0,98029.58,0
1949,516,Female,43,2,112773.73,2,1,1,139366.58,0
6368,663,Male,52,0,136298.65,1,1,0,144593.3,1
1,608,Female,41,1,83807.86,1,0,1,112542.58,0
8032,667,Male,34,5,0.0,2,1,1,102908.63,0
6047,536,Male,40,9,0.0,2,1,1,11959.03,0
2720,726,Female,56,8,123110.9,3,0,1,130113.78,1
9812,705,Female,31,9,110941.93,2,1,0,163484.8,0
3117,721,Male,43,3,88798.34,1,0,0,45610.63,0
9465,835,Female,56,2,0.0,2,1,1,39820.13,0
3762,590,Female,40,2,117641.43,2,0,0,92198.05,0
213,676,Female,34,1,63095.01,1,1,1,40645.81,0
778,754,Male,28,8,0.0,2,1,1,52615.62,0
3496,779,Male,27,1,0.0,2,1,1,190623.02,0
8817,558,Male,40,4,161766.87,1,0,0,92378.54,0
2043,723,Male,34,5,0.0,2,0,1,12092.03,0
5420,695,Male,28,5,171069.39,2,1,1,88689.4,0
6154,754,Female,39,3,160761.41,1,1,1,24156.03,0
8357,651,Male,34,3,0.0,2,1,1,105599.65,0
8707,443,Female,35,9,108308.0,1,1,0,129031.19,1
8465,598,Female,40,2,171178.25,1,1,0,137980.58,1
4167,850,Male,34,8,199229.14,1,0,0,68106.29,0
3788,660,Male,28,2,170890.05,2,1,0,41758.9,0
583,547,Female,30,9,72392.41,1,1,0,77077.14,0
9911,682,Male,44,3,115282.3,1,0,0,23766.4,0
9986,673,Male,47,1,183579.54,2,0,1,34047.54,0
116,668,Female,37,6,167864.4,1,1,0,115638.29,0
6644,556,Male,33,3,124213.36,2,1,0,62627.55,0
9033,806,Male,34,2,96152.68,2,1,0,143711.02,0
9951,635,Male,46,8,0.0,2,1,1,60739.16,0
8959,568,Male,26,1,112930.28,2,1,0,22095.73,0
1763,717,Male,38,7,97459.06,1,0,0,189175.71,0
1875,572,Male,31,5,98108.79,1,0,1,119996.95,0
3224,645,Female,41,2,138881.04,1,1,0,129936.53,1
526,701,Male,43,2,0.0,2,1,1,165303.79,0
7725,482,Female,35,5,147813.05,2,0,0,109029.72,0
2946,592,Male,42,1,147249.29,2,1,1,63023.02,0
4473,646,Female,29,4,105957.44,1,1,0,15470.91,0
5655,695,Male,63,1,146202.93,1,1,1,126688.83,1
6059,707,Male,44,3,0.0,2,1,1,135077.01,0
959,629,Female,37,6,129101.3,1,1,1,23971.33,0
6342,581,Female,37,10,104255.03,1,1,0,86609.37,0
3633,827,Female,47,8,143001.5,2,1,0,108977.5,0
1050,682,Male,30,4,0.0,1,0,1,161465.31,0
3380,604,Female,26,3,0.0,2,1,0,155248.62,0
3676,687,Female,31,2,0.0,2,0,1,145411.39,0
5776,593,Female,39,8,151391.68,1,1,0,27274.6,1
9045,766,Male,27,5,126285.73,1,1,0,177614.17,1
6573,647,Male,35,3,192407.97,1,1,1,40145.28,0
5179,760,Male,34,6,121303.77,2,1,1,59325.21,0
1607,711,Male,64,4,0.0,2,1,1,3185.67,0
3610,580,Female,56,1,131368.3,1,1,0,106918.67,1
9758,556,Female,43,4,125890.72,1,1,1,74854.97,0
6635,666,Female,59,5,0.0,2,1,1,185123.09,0
9997,709,Female,36,7,0.0,1,0,1,42085.58,1
791,611,Male,49,3,0.0,2,1,1,142917.54,0
3056,685,Male,58,1,104796.54,1,1,1,154181.41,0
1980,554,Female,30,9,0.0,2,1,1,40320.3,0
3598,720,Female,37,8,156282.79,1,1,0,45985.52,0
933,512,Male,36,1,0.0,1,0,1,135482.26,1
7424,570,Male,38,1,127201.58,1,1,0,147168.28,1
5626,624,Female,35,7,119656.45,2,1,1,4595.05,0
1682,620,Male,41,0,97925.11,1,1,0,85000.32,0
4179,716,Male,33,2,0.0,2,1,1,92916.53,0
6446,529,Male,34,9,0.0,1,1,1,93208.22,0
4116,571,Female,31,3,0.0,2,1,1,194667.92,0
988,659,Male,31,7,149620.88,2,1,1,104533.51,0
2896,782,Female,33,2,94493.03,1,0,1,101866.39,0
3778,579,Female,59,3,148021.12,1,1,1,74878.22,0
5658,747,Male,41,9,0.0,1,1,0,32430.94,1
3093,627,Male,41,5,100880.76,1,0,1,134665.25,0
3155,641,Male,32,7,0.0,2,1,1,24267.28,0
1823,788,Female,57,8,93716.72,1,1,1,180150.49,1
9622,590,Male,31,8,112211.61,1,1,0,26261.42,0
1098,790,Female,26,4,141581.71,2,0,0,98309.27,0
2844,606,Male,35,2,132164.26,1,0,1,164815.59,0
3342,712,Male,53,6,134729.99,2,1,1,132702.64,0
38,850,Male,36,7,0.0,1,1,1,40812.9,0
6540,571,Male,33,3,71843.15,1,1,0,26772.04,0
9473,608,Male,45,4,0.0,2,0,0,36697.48,1
3356,687,Male,41,10,134318.21,2,1,1,198064.52,0
7813,684,Female,63,3,81245.79,1,1,0,69643.31,1
8220,557,Male,42,6,177822.03,1,1,0,150944.31,1
9227,776,Female,31,5,0.0,2,1,0,92647.94,0
2428,524,Male,40,2,180516.9,1,1,0,180002.42,0
5043,712,Female,44,2,0.0,2,0,0,45738.94,0
5346,603,Male,31,1,129743.75,1,1,0,109145.2,0
4811,575,Female,26,7,0.0,2,1,0,112507.63,0
8476,701,Male,51,9,0.0,2,0,0,61961.57,0
686,715,Female,31,2,112212.14,2,1,1,181600.72,0
4799,551,Male,52,1,0.0,1,0,0,63584.55,1
7437,628,Female,29,9,71996.29,1,1,1,34857.46,0
2353,554,Female,26,7,92606.86,2,1,0,192709.69,0
6353,598,Male,35,8,114212.6,1,1,1,74322.85,0
4569,516,Male,33,7,115195.58,1,1,1,11205.5,0
8213,598,Male,34,0,104488.17,1,0,1,43249.67,0
2752,698,Female,31,8,185078.26,1,0,0,115337.74,1
8073,777,Female,34,5,96693.66,1,1,1,172618.52,0
1040,580,Male,67,3,153946.14,1,1,1,7418.92,0
7491,622,Male,40,4,99799.76,2,1,0,197372.13,0
1265,534,Female,55,8,116973.26,3,1,0,122066.5,1
9265,675,Female,38,1,104016.88,1,0,0,22068.83,1
7059,669,Female,35,4,108269.2,2,1,0,174969.92,0
277,777,Female,53,10,0.0,2,1,0,189992.97,0
5084,774,Male,49,1,142767.39,1,1,1,8214.41,0
2382,676,Male,30,1,128207.23,1,1,1,55400.17,0
571,651,Male,45,1,0.0,1,1,0,67740.08,1
1435,598,Male,44,8,0.0,2,1,0,148487.9,0
5352,695,Female,23,1,0.0,2,1,1,141756.32,0
5445,451,Female,36,2,0.0,2,1,1,180142.42,0
1007,564,Male,42,7,99824.45,1,1,1,36721.4,0
4543,791,Female,42,10,113657.41,2,0,1,139946.68,1
8816,685,Male,31,7,122449.31,2,1,1,180769.55,0
2064,765,Male,44,6,0.0,2,1,1,159899.97,0
1136,750,Male,22,5,0.0,2,0,1,105125.65,0
5343,727,Male,47,7,0.0,2,1,0,193305.35,0
294,681,Male,38,3,0.0,2,1,1,112491.96,0
2403,641,Female,26,4,91547.84,2,0,1,28157.34,0
3998,639,Female,60,5,162039.78,1,1,1,84361.72,1
3741,738,Female,29,9,139106.19,1,1,0,141872.05,1
9222,559,Male,28,3,141099.43,1,1,1,15607.27,0
2719,569,Female,42,9,146100.75,1,1,0,32574.01,1
9199,544,Female,26,6,0.0,1,1,0,100200.4,1
5150,515,Female,37,0,196853.62,1,1,1,132770.11,0
2808,654,Male,42,7,99263.09,1,1,1,67607.9,0
556,587,Male,40,5,138241.9,2,1,0,159418.1,0
8925,682,Male,32,2,105163.88,2,1,1,164170.46,0
4795,483,Male,29,9,0.0,1,1,1,81634.45,0
2469,727,Male,36,6,140418.81,1,1,1,113033.73,1
3738,498,Female,44,2,120702.67,2,1,1,98175.74,0
4286,781,Female,42,3,156555.54,1,1,1,175674.01,0
2604,540,Male,25,5,116160.23,1,1,0,13411.67,0
362,648,Female,50,9,102535.57,1,1,1,189543.19,0
6924,668,Male,43,1,147167.25,1,0,0,141679.73,0
1704,654,Female,29,4,96974.97,1,0,1,141404.07,0
2139,643,Female,51,2,105229.53,1,1,0,34967.75,1
3239,762,Female,19,6,0.0,2,1,0,55500.17,0
2383,697,Male,42,9,132739.26,2,0,0,174667.65,0
7314,588,Female,36,2,0.0,2,1,0,92536.0,1
4311,727,Female,52,1,154733.97,1,1,0,80259.67,1
1312,542,Male,38,8,65942.26,1,1,1,68093.23,1
3930,622,Female,52,9,111973.97,1,1,1,162756.29,1
6183,611,Male,53,3,83568.26,1,0,0,1235.49,0
1591,621,Male,39,6,0.0,2,1,1,58883.91,0
9387,524,Male,32,1,144875.71,1,0,0,187740.04,0
2162,700,Female,34,2,76322.69,1,1,0,128136.29,0
2396,600,Female,27,3,0.0,2,0,1,125698.97,0
317,706,Male,42,9,0.0,2,1,1,28714.34,0
5233,731,Female,49,4,88826.07,1,1,1,33759.41,1
5068,712,Female,79,5,108078.56,1,1,1,174118.93,0
4036,551,Male,42,2,139561.46,1,1,0,43435.43,1
3020,571,Female,38,6,107193.82,2,0,0,38962.94,0
8228,554,Female,39,10,160132.75,1,1,0,32824.15,0
5295,706,Female,29,6,185544.36,1,1,0,171037.63,0
3972,536,Female,22,5,89492.62,1,0,0,42934.43,0
5370,682,Male,41,6,0.0,2,0,1,134158.09,1
4133,704,Male,33,3,0.0,2,1,0,73018.74,0
974,730,Male,34,5,122453.37,2,1,0,138882.98,0
7291,599,Male,33,4,51690.89,1,1,0,111622.76,1
954,665,Female,42,2,156371.61,2,0,1,156774.94,1
9306,594,Male,37,2,0.0,2,0,1,95864.5,0
5016,501,Female,29,8,0.0,2,1,0,112664.24,0
9730,586,Male,38,2,136858.42,1,0,1,189143.94,0
7490,654,Female,35,2,90865.8,1,1,1,86764.46,0
1640,583,Male,47,5,102562.23,1,1,0,92708.1,0
1290,653,Male,31,9,143321.97,1,1,0,83679.46,0
1380,625,Male,26,3,130483.95,1,1,0,122810.53,0
1933,666,Male,74,7,105102.5,1,1,1,46172.47,0
4675,703,Female,38,9,99167.54,1,1,0,65720.92,0
892,577,Male,42,9,0.0,1,1,0,74077.91,0
7287,644,Male,32,3,136659.74,1,1,1,14187.78,0
4876,657,Female,27,8,0.0,2,0,0,6468.24,0
7906,613,Male,37,3,171653.17,1,0,1,5353.12,0
8194,632,Male,42,4,126115.6,1,1,0,100998.5,0
9379,690,Female,26,2,0.0,2,1,1,93255.85,0
2466,516,Male,32,3,145166.09,2,0,0,111421.45,0
7657,573,Male,40,7,147754.68,1,1,1,110454.46,0
1913,757,Male,30,6,105128.85,2,1,1,62972.13,0
2736,741,Male,36,8,116993.43,2,1,0,168816.22,0
726,580,Male,37,9,0.0,2,0,1,77108.66,0
7214,721,Male,36,1,155176.83,2,1,1,49653.37,0
8245,577,Male,35,5,110080.3,1,1,1,109794.31,0
1796,555,Male,37,9,124969.13,1,1,0,60194.05,0
3845,712,Male,34,8,114088.32,1,1,0,92794.61,0
6402,719,Male,36,3,155423.17,1,1,1,199841.32,0
936,775,Male,52,8,109922.61,1,1,1,96823.32,1
2265,623,Female,35,5,0.0,2,1,0,101192.08,0
824,600,Male,36,4,0.0,2,1,0,143635.36,0
7274,652,Female,34,6,97435.85,2,1,1,104331.76,0
1389,627,Female,55,2,159441.27,1,1,0,100686.11,1
3564,847,Male,51,5,97565.74,1,0,0,144184.06,1
5429,682,Female,48,7,0.0,2,1,0,65069.03,0
7827,605,Male,41,10,0.0,2,0,1,97213.09,0
5690,577,Female,39,4,0.0,2,1,0,91366.42,0
7878,731,Female,38,10,123711.73,2,1,0,171340.68,1
1868,656,Male,36,8,97786.08,2,0,1,21478.36,0
8202,589,Female,27,4,0.0,2,1,0,144181.48,0
7486,814,Male,49,8,0.0,2,0,0,157822.54,0
806,793,Female,33,0,0.0,1,0,0,175544.02,0
4805,651,Male,41,1,90218.11,1,1,0,174337.68,0
9152,708,Female,23,4,71433.08,1,1,0,103697.57,0
7511,757,Male,38,0,0.0,1,1,0,83263.06,0
8056,730,Female,33,7,130367.87,1,1,0,15142.1,1
4494,850,Male,31,6,82613.56,2,1,0,149170.92,0
2632,638,Male,48,2,0.0,2,1,1,7919.08,0
8900,604,Female,71,2,0.0,2,1,1,49506.82,0
8623,430,Female,38,8,153058.64,1,1,0,99377.27,0
7832,573,Male,46,3,65269.23,1,0,1,189988.65,1
4388,553,Female,39,1,142876.98,2,1,0,44363.42,0
145,485,Female,21,5,113157.22,1,1,1,54141.5,0
6467,540,Female,31,7,0.0,1,0,1,183051.6,1
2033,665,Male,41,8,0.0,2,1,0,132152.32,0
9127,630,Male,39,10,105473.74,1,0,0,58854.88,1
1165,712,Female,49,5,154776.42,2,0,0,196257.68,0
2050,492,Female,49,8,0.0,1,1,1,182865.09,1
3760,835,Male,38,7,86824.09,1,0,0,175905.97,0
4435,698,Female,64,1,169362.43,1,1,0,84760.32,1
3430,625,Male,37,1,177069.24,2,1,1,96088.54,0
8190,690,Male,47,2,0.0,2,1,0,151375.73,0
8753,795,Male,32,2,117265.21,1,1,1,198317.23,0
7069,759,Female,46,2,0.0,1,1,1,138380.11,0
4361,781,Female,48,9,82794.18,1,1,0,124720.68,1
1771,600,Male,37,1,142663.46,1,0,1,88669.89,0
3511,777,Female,42,5,147531.82,1,1,1,38819.45,0
271,733,Male,34,3,100337.96,3,1,0,48559.19,1
8436,834,Male,40,7,0.0,2,0,0,45038.74,0
2032,667,Female,37,5,92171.35,3,1,0,178106.34,1
9664,726,Male,30,7,92847.59,1,1,0,146154.06,0
3810,477,Female,30,6,131286.46,1,1,0,194144.45,0
4346,743,Male,41,7,0.0,1,1,0,163736.09,1
545,842,Female,44,2,112652.08,2,1,0,126644.98,0
3241,621,Female,31,8,100375.39,1,1,1,90384.26,0
8502,530,Male,37,8,0.0,2,1,1,287.99,0
9918,652,Male,31,1,132862.59,1,0,0,158054.49,0
7564,598,Male,38,1,101487.18,1,1,1,75959.1,1
920,729,Male,44,5,0.0,2,0,1,9200.54,0
9118,710,Male,23,6,0.0,2,1,1,134188.11,0
6640,681,Male,36,5,141952.07,1,1,1,185144.08,0
7694,676,Female,64,4,116954.32,1,1,1,91149.48,0
8230,758,Male,32,4,162657.64,2,1,1,115525.13,0
7126,523,Female,26,4,0.0,2,1,0,185488.81,0
4278,759,Male,30,4,101802.67,1,0,0,8693.8,0
2983,523,Male,35,8,138782.76,1,1,1,186118.93,0
130,758,Female,34,3,0.0,2,1,1,124226.16,0
7980,497,Male,27,7,149400.27,1,0,0,167522.19,0
2667,584,Male,35,3,146311.58,1,1,1,105443.47,0
7138,430,Female,66,6,135392.31,2,1,1,172852.06,1
3223,776,Male,39,2,104349.45,1,0,0,79503.05,0
7693,770,Female,46,5,141788.63,2,0,0,164967.21,0
5392,738,Male,44,2,0.0,2,1,0,43018.82,1
614,688,Male,26,8,146133.39,1,1,1,175296.76,0
9902,730,Female,27,7,0.0,2,1,0,144099.48,0
1466,633,Female,29,7,169988.35,1,1,0,4272.0,0
4497,713,Female,47,1,0.0,1,1,0,107825.08,1
3042,835,Female,29,10,130420.2,2,0,0,106276.55,0
2419,580,Female,57,0,136820.99,1,0,1,108528.74,0
5085,547,Male,49,8,121537.71,2,1,0,46521.45,1
3294,528,Male,39,0,127631.62,1,0,1,22197.8,1
6737,715,Male,38,2,96798.79,2,1,1,4554.67,0
1500,630,Male,50,1,81947.76,1,0,1,63606.22,1
1521,507,Female,29,6,0.0,2,0,1,94780.9,0
9117,703,Female,32,6,0.0,2,0,0,33606.52,0
4232,745,Male,47,5,0.0,2,0,0,145789.71,0
7686,718,Male,48,9,0.0,2,1,1,72105.63,0
4430,588,Male,59,4,0.0,2,1,1,27435.41,0
390,712,Female,29,7,147199.07,1,1,1,84932.4,0
9858,507,Male,40,3,120105.43,1,1,0,92075.01,1
7124,596,Male,34,4,99441.21,2,0,1,4802.27,0
5913,679,Male,42,2,0.0,1,1,1,168294.27,0
8592,719,Female,40,9,0.0,2,1,0,182224.14,0
4806,697,Female,33,1,87347.7,1,1,0,172524.51,0
8954,664,Male,54,8,0.0,1,1,1,162719.69,1
8238,679,Female,40,7,0.0,2,1,1,163757.29,0
8044,835,Male,23,9,0.0,1,1,0,19793.73,1
9782,509,Male,18,7,102983.91,1,1,0,171770.58,0
3993,696,Male,40,3,153639.11,1,1,1,138351.68,0
9551,694,Male,31,4,141989.27,2,1,0,26116.82,0
6609,748,Female,41,2,91621.69,1,1,1,71139.31,0
5319,645,Male,25,1,157404.02,2,1,0,93073.04,0
7119,621,Male,31,7,136658.61,1,1,1,148689.13,0
2421,653,Female,25,2,158266.42,3,1,1,199357.24,0
5604,602,Male,49,0,191808.73,1,0,0,97640.2,0
1750,601,Female,33,7,114430.18,2,1,1,153012.13,0
9015,573,Male,41,5,0.0,2,0,1,14479.29,0
9718,710,Male,62,3,131078.42,2,1,0,119348.76,1
338,805,Female,39,5,165272.13,1,1,0,14109.85,1
8407,726,Male,28,2,0.0,1,0,0,98060.51,0
1341,794,Female,41,7,176845.41,3,1,0,166526.26,1
9544,648,Female,37,7,138503.51,2,1,0,57215.85,0
7982,545,Male,33,1,132527.9,2,0,1,107429.71,0
3640,638,Female,39,0,122501.28,2,1,1,95007.8,0
329,664,Male,26,7,116244.14,2,1,1,95145.14,0
8828,824,Female,38,3,0.0,2,1,0,192800.25,0
3004,596,Male,47,5,140187.1,2,1,1,174311.3,0
6960,673,Male,39,7,82255.51,2,1,0,109545.56,0
4090,503,Female,37,8,0.0,2,1,1,97893.32,0
2322,567,Female,41,1,0.0,2,1,0,3414.72,0
6667,622,Female,26,8,0.0,2,1,1,124964.82,0
7009,672,Female,28,6,0.0,1,0,1,8814.69,0
4197,515,Female,58,2,131852.81,1,1,0,81436.68,1
3549,675,Female,61,5,62055.17,3,1,0,166305.16,1
8363,557,Male,57,1,120043.13,1,1,0,132370.75,1
4203,791,Female,52,7,0.0,1,1,1,122782.5,0
9310,651,Male,47,2,0.0,2,1,1,119808.64,0
8936,567,Male,54,9,96402.96,1,0,0,52035.29,1
6185,699,Male,36,6,147137.74,1,1,1,33687.9,0
1639,504,Male,32,8,170291.22,2,0,1,15658.99,0
60,742,Male,35,5,136857.0,1,0,0,84509.57,0
1240,579,Male,36,9,129829.59,1,1,1,60906.12,0
5760,528,Male,23,7,104744.89,1,1,0,170262.97,0
5136,717,Female,64,10,98362.35,2,1,1,21630.21,0
2343,706,Male,38,5,163034.82,2,1,1,135662.17,0
2120,618,Female,54,4,118449.21,1,1,1,133573.29,1
1524,796,Male,51,6,0.0,2,0,1,194733.28,0
7617,502,Male,33,7,0.0,2,0,1,4082.52,0
